Albumin 10	11958137	30170487
Albumin 10	12162580	26153645
Albumin 10	59825499	63598730
Albumin 10	59832722	74930733
Albumin 11	110547246	128563776
Albumin 11	11316993	26679959
Albumin 11	115132707	132228056
Albumin 11	1692498	18731004
Albumin 11	28772866	44812113
Albumin 11	41814225	57373072
Albumin 11	57497580	69511630
Albumin 11	60880856	75248429
Albumin 11	62928915	80565664
Albumin 11	66097893	84580040
Albumin 11	77751596	95324231
Albumin 12	102290688	121490952
Albumin 12	114298631	133354470
Albumin 12	18032354	34856670
Albumin 12	3188416	20589698
Albumin 12	37857819	54822350
Albumin 12	47180370	66412457
Albumin 12	626915	13362022
Albumin 12	95714790	114380399
Albumin 13	100438762	114981226
Albumin 14	20550111	33204393
Albumin 14	49332637	60653477
Albumin 14	66941123	83136885
Albumin 14	85318619	104006716
Albumin 14	88526719	103096986
Albumin 14	98730971	107281194
Albumin 15	27225547	41315357
Albumin 15	31076460	50170635
Albumin 15	38398560	53889663
Albumin 15	50364841	62721675
Albumin 15	51557257	70712422
Albumin 15	57479668	75888949
Albumin 15	67193175	83235408
Albumin 15	68406627	84832483
Albumin 16	1482306	12701200
Albumin 16	20377735	31378235
Albumin 16	63493380	81624852
Albumin 16	69750092	89571815
Albumin 16	74090560	90162340
Albumin 16	7556599	24927845
Albumin 16	78366298	90069059
Albumin 17	135237	10025802
Albumin 17	1390499	16968695
Albumin 17	31548771	49383659
Albumin 17	36075605	53416460
Albumin 17	37841744	57830473
Albumin 17	3884026	19813638
Albumin 17	49102677	62483931
Albumin 17	57692213	76374069
Albumin 17	7032940	26846738
Albumin 18	458848	19621837
Albumin 18	50153780	60836185
Albumin 18	50212649	66858360
Albumin 19	13075329	23455766
Albumin 19	23997809	42906273
Albumin 19	33474234	45433327
Albumin 19	41324392	56520355
Albumin 19	45387034	55573586
Albumin 19	502623	16369987
Albumin 19	8619302	23375127
Albumin 1	101868913	117681500
Albumin 1	13935667	33425482
Albumin 1	145365595	159892780
Albumin 1	145390528	164447179
Albumin 1	145507826	162966242
Albumin 1	159177450	171129422
Albumin 1	169115022	184045043
Albumin 1	1724503	19194086
Albumin 1	17811179	33443064
Albumin 1	193236229	205812614
Albumin 1	196179958	205759876
Albumin 1	200414292	214936167
Albumin 1	209881045	229554576
Albumin 1	247357677	249191706
Albumin 1	2795537	19308605
Albumin 1	30731138	46316508
Albumin 1	51189588	67061735
Albumin 1	57069630	75013054
Albumin 1	7672366	26490848
Albumin 1	978193	11324142
Albumin 20	30106671	49205492
Albumin 20	33536897	52181756
Albumin 20	55394658	62799680
Albumin 21	33000356	42507156
Albumin 22	17995759	28348891
Albumin 22	28266515	47370496
Albumin 2	105754747	123426088
Albumin 2	112018405	127629593
Albumin 2	11838546	29179013
Albumin 2	153407112	172415930
Albumin 2	155764064	174892482
Albumin 2	169906208	179186481
Albumin 2	178600140	194619647
Albumin 2	17935038	37309052
Albumin 2	217632792	233739798
Albumin 2	233559312	242494926
Albumin 2	29685033	47045650
Albumin 2	46435729	65701757
Albumin 2	95548965	112023653
Albumin 3	122285005	141771248
Albumin 3	123715852	141139330
Albumin 3	146419745	158613140
Albumin 3	14671526	34517147
Albumin 3	149002095	159922808
Albumin 3	169235884	179021403
Albumin 3	3740956	22280912
Albumin 3	40796649	57938822
Albumin 3	61834107	81428950
Albumin 3	98221632	116538574
Albumin 3	98306596	115070726
Albumin 4	1048028	6735480
Albumin 4	121569406	138995909
Albumin 4	121585939	125859376
Albumin 4	144543778	157049688
Albumin 4	148922369	166747429
Albumin 4	168891440	187180172
Albumin 4	17328116	31567872
Albumin 4	47583291	61852283
Albumin 4	6409214	18046625
Albumin 4	68063524	87104546
Albumin 4	68644013	84243942
Albumin 4	95495573	111219671
Albumin 5	105929416	115265995
Albumin 5	112825706	132426851
Albumin 5	118743494	137409660
Albumin 5	164691463	179281082
Albumin 5	172304611	180078283
Albumin 5	45372224	59188105
Albumin 5	51982627	59028725
Albumin 5	63722238	81586101
Albumin 5	67708162	82822636
Albumin 6	117858675	137275839
Albumin 6	151661735	170598352
Albumin 6	21759616	41097263
Albumin 6	244155	9456809
Albumin 6	29919676	44575859
Albumin 6	32012119	50963764
Albumin 6	3390680	20527077
Albumin 6	99030833	116354685
Albumin 6	99834929	118224259
Albumin 7	104602908	117130915
Albumin 7	123266379	139137562
Albumin 7	123271192	135364526
Albumin 7	13213379	29625180
Albumin 7	143180759	159065160
Albumin 7	27203139	40488523
Albumin 7	64650316	81605309
Albumin 7	72252476	90776725
Albumin 7	73433498	87023871
Albumin 7	8250583	27350607
Albumin 7	909842	11435984
Albumin 7	95208347	109440875
Albumin 8	116819022	135755719
Albumin 8	135509584	145605194
Albumin 8	1358024	14397689
Albumin 8	14365289	30518967
Albumin 8	17370484	27325940
Albumin 8	22876739	36578286
Albumin 8	658083	18777548
Albumin 9	104782096	119426597
Albumin 9	131431745	137976397
Albumin 9	131436615	139419378
Albumin 9	72591408	84127804
Albumin 9	77860412	96482685
Albumin X	100419009	118713476
Albumin X	11295510	24825483
Albumin X	42947640	54941041
Albumin X	55439876	71354684
